RecordID,Area,VehPower,VehBrand,VehGas,Region,DrivAgeBand,DensityBand,VehAgeBand,severity_predicted,severity
1,4,3,6,0,0,1,7,9,1409.3741071236325,74.23
1,4,2,3,1,20,5,4,0,1855.0446276246357,2767.64
1,2,1,3,1,20,3,1,0,1765.8124815857936,734.81
1,1,2,3,0,11,4,6,9,1503.7551250405265,626.68
1,3,4,3,1,19,1,5,11,1697.3985208405354,79.86
1,4,2,3,1,2,2,4,10,1588.8727416692223,746.84
1,2,3,3,0,20,3,3,16,1837.101220938029,72.93
1,2,6,3,1,19,4,1,1,1703.9939549883616,564.45
1,4,3,3,1,8,5,7,0,1745.7103071874458,1449.64
1,5,1,3,1,0,4,7,0,1302.8377545261374,1181.77
1,3,0,10,1,19,5,2,14,1683.246155995274,1284.45
1,1,3,9,1,6,0,6,11,2088.9264850733302,1826.34
1,3,1,3,1,13,0,5,0,1866.303389814956,343.21
1,2,4,10,0,14,4,3,16,1468.5941181408532,1128.12
1,3,3,0,0,18,4,2,1,1545.7587341203093,1626.6
1,4,1,10,1,4,3,4,11,1523.2741398784472,3560.09
1,3,0,9,1,5,4,2,15,1272.2355664107006,603.26
1,2,3,0,1,4,2,3,4,1222.8892213349206,1006.88
1,2,1,0,1,12,4,5,14,1376.6215690667914,1128.12
1,2,3,0,1,4,3,1,15,1421.4644842316522,84.3
1,1,3,0,0,5,2,6,0,1518.3059323861892,1128.12
1,0,4,7,1,4,4,0,14,1584.113977954662,1128.12
1,0,0,6,1,4,3,0,13,1380.0447138807149,1544.32
1,2,0,10,1,4,5,5,15,1377.5866058239938,820.58
1,3,2,0,1,4,5,5,1,1639.7247988730492,1128.12
1,3,4,0,0,5,4,2,16,1760.3734885347303,1128.12
1,0,1,0,1,4,5,0,1,1888.9620724490683,316.62
1,0,2,6,0,11,3,0,2,1942.6321946601695,1700.93
1,1,2,0,0,4,2,6,13,1806.357644365783,1128.12
1,3,3,0,1,5,5,2,16,1768.0351115338217,520.32
1,0,2,6,0,12,3,0,12,2502.90751672899,50000.0
1,0,2,0,1,13,5,0,13,1879.0059760388485,1128.12
1,2,0,0,0,5,3,3,2,1262.5360718134307,92.99
1,4,1,0,1,0,4,4,2,1274.5384481671003,649.46
1,3,3,0,1,4,3,2,8,1318.8621258631567,3714.99
1,0,0,0,1,4,5,0,3,1889.4130276252204,25074.81
1,4,6,3,0,4,5,4,3,1553.0488922890136,2514.57
1,1,1,0,1,12,3,6,12,1625.3301521790468,57.77
1,3,3,0,1,4,4,2,6,1247.9414898235054,10.16
1,2,5,0,1,4,3,3,2,1280.1871335729259,1128.12
1,2,2,0,1,13,5,3,4,1750.6784022480485,1128.12
1,0,2,0,0,4,5,0,11,1511.6748410023522,1253.0
1,4,1,6,1,17,4,7,15,1282.5963752715768,1128.12
1,1,2,10,1,4,3,0,0,1649.5031652041505,735.57
1,0,3,6,1,4,2,0,15,1385.525912324102,234.15
1,1,6,2,1,4,3,6,14,2078.254004706493,50000.0
1,0,3,6,1,4,5,0,2,1970.8649821268086,770.54
1,0,2,6,1,4,3,0,16,1899.806405384866,956.84
1,2,1,6,1,17,5,3,1,1582.6586448047635,2703.84
1,3,2,9,1,12,3,2,12,1541.3195128958394,2332.41
1,2,2,6,1,12,5,5,9,1434.3917910471919,1128.12
1,3,0,6,1,11,3,5,4,1253.8786125718661,63.86
1,2,2,6,0,12,5,3,1,1650.0182883781504,1128.12
1,1,0,6,0,4,5,6,3,1478.8834282078697,1128.12
1,2,3,0,1,4,5,1,5,1496.5670170485857,1128.12
1,2,4,6,1,12,5,3,13,1384.6650509619183,679.91
1,0,3,0,0,4,3,0,13,1293.987333299735,240.86
1,0,8,7,1,4,2,0,4,2489.1426387145543,1128.12
1,3,1,7,0,4,3,2,9,1299.0078228539796,1368.55
1,1,0,0,1,4,5,6,7,1299.119650895045,504.93
1,0,2,6,0,4,3,0,9,2699.532526825543,30829.41
1,0,1,0,1,4,4,0,8,1547.0766558858068,1128.12
1,0,4,1,1,4,3,0,2,1590.4582231063407,4836.6
1,1,5,0,1,4,4,6,1,1562.5602920303493,1189.41
1,0,3,6,1,4,5,0,12,1605.088141286993,1128.12
1,4,1,8,0,0,3,4,13,1350.4814975350337,795.38
1,1,7,6,1,4,2,6,13,1796.6396289916474,2163.72
1,0,0,0,1,4,5,0,8,1668.033927175029,858.28
1,2,3,1,1,4,5,3,4,1280.3137056488665,1128.12
1,3,4,4,0,12,4,5,13,1732.577701159363,1128.12
1,3,2,6,0,12,5,5,12,1568.103575144039,1128.12
1,2,0,0,1,12,3,5,7,1271.1438026792757,1128.12
1,4,3,6,0,11,3,4,11,1297.2408002070397,3115.36
1,2,3,10,0,5,3,1,2,1353.3417019777944,569.2
1,1,1,0,1,11,5,6,11,1879.1176463632198,716.23
1,2,2,4,0,4,5,1,13,1477.5435091215709,587.73
1,1,2,6,1,5,3,6,3,1358.5705546297986,217.89
1,2,0,0,1,5,2,1,3,1342.4043015914458,1721.48
1,0,0,6,0,4,5,0,2,1830.4723890373082,10407.2
1,4,3,4,1,17,5,7,6,1562.2074721612498,1128.12
1,5,1,6,0,0,4,7,15,1233.6324309963657,1128.12
1,2,2,6,0,7,4,3,12,1362.139304546044,1128.12
1,0,0,7,0,17,2,0,4,1174.2607393898456,859.455
1,0,0,0,1,17,3,0,1,1355.2198512422647,492.97
1,2,0,6,0,17,5,1,11,1593.0090209563216,1128.12
1,2,0,0,1,12,5,5,12,1378.3003096783586,1152.45
1,4,0,9,1,12,4,4,2,1516.266840612806,1128.12
1,2,1,0,1,12,5,5,9,1551.4635016673049,1128.12
1,5,1,7,1,0,4,7,1,1173.772128688565,133.39
1,0,0,8,0,4,2,0,15,1080.5674833209052,75.32
1,2,3,0,0,4,5,1,11,1349.9867637621523,1128.12
1,2,1,8,0,4,3,1,11,1393.434269840804,1085.44
1,0,3,6,1,4,3,0,11,1601.6324747089366,3407.2
1,2,2,0,1,4,5,3,9,1455.844066351462,366.4
1,2,2,1,1,4,4,3,1,1402.5287092829128,68.92
1,0,1,6,1,4,5,0,9,1644.9813074196313,1128.12
1,0,3,6,1,19,3,0,7,1329.7000237109648,92.43
1,2,1,7,0,4,4,3,4,1314.2229870785152,1128.12
1,2,3,6,0,4,4,1,12,1430.4541261212707,71.47
1,0,3,7,0,4,3,0,10,1581.3970982674466,1128.12
1,4,1,8,0,4,4,4,13,1338.2558553386602,1250.08
1,2,2,6,1,4,2,3,10,1346.9251040162155,1320.24
1,3,2,6,1,4,3,2,1,1491.1322794015257,1957.96
1,2,5,2,0,4,2,3,5,1204.7810320792028,66.32
1,1,1,6,0,4,4,6,0,1676.06612268732,2839.2
1,3,3,0,1,4,2,5,3,1379.1511690440675,139.65
1,4,2,0,0,5,2,4,10,2234.54517761223,1128.12
1,3,1,9,1,12,5,2,15,1361.3155330532877,64.0
1,2,2,0,0,12,4,5,9,1421.792578109927,400.15
1,2,2,0,1,12,4,3,13,1350.728057387386,1128.12
1,2,3,0,0,20,4,3,10,1778.5008739065631,1128.12
1,4,1,6,1,11,2,4,12,1141.8818126879607,462.01
1,3,2,0,1,5,5,2,16,2352.6382279357717,696.26
1,2,2,0,0,12,5,1,9,1697.5674087552416,1128.12
1,2,3,5,0,17,3,3,8,1326.2160386289574,867.21
1,2,1,6,1,17,2,5,1,1349.26257917806,1128.12
1,4,2,10,1,17,5,4,3,1433.7410973135984,1128.12
1,3,3,6,1,17,5,5,9,1480.6337435659018,538.15
1,0,0,0,1,17,5,0,10,1564.1710865289629,1128.12
1,3,1,8,1,20,4,5,1,1903.9933592287086,1128.12
1,2,1,0,1,17,4,1,13,1339.3043366609024,79.13
1,2,0,10,1,12,4,5,12,1416.0622475371338,42.76
1,0,1,6,1,4,5,0,5,1350.9734688767733,1128.12
1,2,2,6,0,4,5,1,9,1508.4752890429038,2564.57
1,3,1,9,0,4,2,2,16,1033.3030278192891,1128.12
1,4,1,1,0,4,3,4,1,1589.472733396831,7622.45
1,2,2,9,0,4,3,3,11,1474.160325024761,1128.12
1,0,0,6,1,4,3,0,10,1488.799297454696,1128.12
1,4,5,1,0,4,1,4,3,1663.4806358499702,3000.0
1,2,3,0,1,4,1,3,3,1437.0606364342548,1472.37
1,0,1,6,1,3,1,0,8,1341.3684118544186,389.21
1,0,2,7,0,16,3,0,0,1804.3956317662619,1128.12
1,1,1,9,1,12,1,6,10,1467.5335560108713,803.14
1,3,1,7,0,12,1,2,11,1380.7615491974839,405.91
1,3,2,7,0,12,4,5,2,1440.214963892451,1387.24
1,3,2,0,1,12,0,5,12,1659.5436515492129,672.48
1,1,2,6,0,12,2,6,10,1560.5634468805265,564.06
1,0,2,7,1,12,3,0,5,1907.8286718594743,97.13
1,1,2,8,1,12,1,6,14,1481.6511210549706,1128.12
1,2,1,7,0,12,2,1,12,1286.9439470749721,963.35
1,0,3,6,0,4,3,0,16,1775.720000893449,55.96
1,2,7,4,1,4,3,3,3,1650.0144193549766,7083.38
1,0,0,0,1,4,5,0,0,1932.862661180005,1128.12
1,1,3,6,1,4,5,6,12,1538.0027490927723,50.46
1,2,1,7,0,12,1,3,9,1369.8118231903397,57.74
1,3,6,8,0,4,1,5,10,1406.8792193938812,135.7
1,2,1,0,1,4,5,1,11,1392.1728575959062,700.0
1,0,2,6,0,4,3,0,5,1522.8073763015577,364.81
1,1,2,6,0,4,0,6,13,1489.9010805422413,1128.12
1,2,4,0,0,4,3,1,5,1305.4386927410496,1128.12
1,1,0,0,1,4,3,0,11,1315.9219236814076,273.88
1,0,1,6,0,4,3,0,9,1642.9509212173268,431.18
1,1,3,0,1,4,5,6,8,1568.651867926225,1128.12
1,0,1,0,1,4,0,0,2,1699.781483603707,1128.12
1,1,3,0,0,4,1,6,12,1666.5437395657398,84.97
1,0,2,6,0,4,4,0,13,1655.3084588584877,1009.69
1,2,3,6,1,4,0,3,16,1458.2580992671499,1646.51
1,1,0,0,1,4,2,0,8,1255.2441226863725,1128.12
1,2,0,6,0,16,1,3,16,1276.368925938777,2081.53
1,0,0,6,0,16,3,0,13,1689.4047095960707,1128.12
1,0,1,7,1,16,4,0,3,1520.2428891960103,466.51
1,2,0,6,1,11,5,5,6,1290.3433834475475,1824.17
1,2,4,6,1,16,1,3,5,1291.4342261222469,324.21
1,0,2,10,0,16,2,0,3,1316.0715333049845,696.7
1,0,1,8,1,16,1,0,15,1548.4082164471602,528.35
1,0,10,2,1,16,1,0,4,1941.5456705321226,407.21
1,5,3,10,1,0,1,7,11,1386.3069068864174,1246.34
1,0,5,6,0,16,3,0,2,1395.010878364759,264.53
1,2,3,10,1,11,1,3,2,1192.198900140506,1128.12
1,0,3,0,0,16,2,0,12,1364.6182994650947,93.87
1,4,6,0,1,4,4,4,9,1503.6395990808428,1128.12
1,0,2,6,0,11,5,0,6,1713.3206311940985,1037.89
1,4,1,6,1,11,2,4,9,1275.6733080054094,584.51
1,4,2,0,0,11,1,4,15,1556.3585304294436,1189.75
1,1,2,0,0,11,1,6,15,1533.0236156805704,1623.46
1,2,0,6,1,11,3,5,5,1290.2608861609565,1128.12
1,4,1,10,1,0,1,7,3,1435.431512248255,1128.12
1,2,1,6,0,11,1,3,6,1388.0246532522237,1128.12
1,0,0,3,1,11,3,0,1,1682.4351072951613,1134.09
1,0,2,0,1,16,2,0,2,1509.665586195915,1128.12
1,4,2,7,0,15,1,4,9,1544.497474919367,826.83
1,1,3,10,1,15,2,6,6,1405.778785328756,1128.12
1,0,3,10,1,11,0,0,2,2229.970950211375,1128.12
1,4,1,9,0,13,2,4,2,1396.6401397379593,36.95
1,2,3,7,0,14,3,1,0,1684.0345289290242,92.37
1,0,3,6,0,4,2,0,11,1583.797849162945,317.51
1,0,2,7,0,4,1,0,13,1605.0176995220215,4605.54
1,2,6,8,1,4,1,1,12,1584.2936372833503,560.09
1,2,0,6,1,4,3,1,3,1239.0122724421747,1128.12
1,0,0,0,0,4,3,0,3,1459.085795186824,1782.95
1,0,2,0,0,4,3,0,9,2593.125820314133,1128.12
1,4,0,6,1,4,0,4,8,1475.753102324344,1128.12
1,0,1,7,0,4,0,0,4,1689.8717189350314,1128.12
1,2,3,6,0,4,4,3,4,1254.9035387593578,1128.12
1,2,1,10,0,4,1,3,2,1260.1097872358012,2652.61
1,1,1,0,0,4,4,6,1,1525.09060768876,1128.12
1,2,4,6,1,11,1,3,5,1315.4426936339887,71.47
1,3,1,6,0,4,1,5,9,1415.519161340485,329.2
1,3,1,6,1,4,1,5,3,1774.041064845019,1128.12
1,2,3,0,0,4,3,3,12,1333.8647602529707,1496.45
1,4,3,3,1,4,5,4,9,1752.9369117903427,1128.12
1,0,3,6,0,11,4,0,14,1888.4144587669566,172.25
1,1,2,10,0,4,3,6,13,1770.4918448203823,1128.12
1,0,4,0,0,4,5,0,16,1446.7774243662948,50000.0
1,3,2,7,0,20,4,2,9,1572.148135052732,1128.12
1,2,0,10,1,4,3,3,12,1420.4772148185555,1128.12
1,2,4,1,1,4,2,3,8,1240.5460741758873,1187.79
1,3,5,3,1,4,4,2,11,1478.3278100667244,1128.12
1,0,2,6,1,4,1,0,3,1337.8014615067905,245.99
1,1,1,7,0,4,1,6,12,1084.4255692294944,148.79
1,3,3,3,1,4,2,2,11,1487.3167794161802,757.58
1,0,3,0,0,9,1,0,9,1742.5354277437748,507.65
1,2,0,6,1,4,5,1,5,1288.3867186751827,681.62
1,0,2,0,0,4,4,0,9,2404.2104308235025,1191.57
1,0,3,0,1,4,3,0,7,1505.3339648126341,1128.12
1,2,6,9,0,4,0,3,15,1547.884230614038,614.49
1,0,3,6,1,4,1,0,4,1448.436466918692,327.79
1,1,3,9,0,4,5,6,1,1772.4501114363034,1071.555
1,0,3,2,1,4,3,0,9,2108.5064639554116,915.82
1,3,2,6,0,11,3,2,3,1313.098202669623,1128.0
1,3,4,4,1,11,2,2,7,1286.6944260313157,102.72
1,3,3,0,1,11,2,5,6,1301.7030554640821,1128.12
1,2,1,7,0,12,2,5,13,1328.7727572654499,21.15
1,2,2,6,1,11,4,1,8,1345.0142238660774,1128.12
1,3,0,8,1,11,3,2,8,1347.0063436592204,1128.12
1,2,1,6,0,11,1,1,10,1571.5390220472107,1023.89
1,3,0,7,0,11,4,2,3,1319.3476630681796,92.77
1,3,9,1,1,11,1,5,6,1373.153357864574,1128.12
1,3,4,4,0,12,4,5,8,1402.148518113916,1128.12
1,0,4,3,1,4,1,0,15,1650.8610008922674,1208.7
1,0,3,0,0,13,2,0,16,1485.1579944190512,187.89
1,2,2,0,1,12,3,3,1,1377.9499763995145,614.7850000000002
1,2,2,0,1,12,2,3,6,1262.8979861321086,424.26
1,2,2,0,0,12,1,1,3,1331.516716338011,1128.12
1,3,2,0,1,12,2,5,5,1314.044607044214,1987.24
1,1,3,0,0,12,2,6,12,1831.494860800961,1128.12
1,1,1,6,0,12,2,6,2,1362.6129177021483,1392.37
1,3,4,1,0,12,4,5,11,1436.7902407445758,229.69
1,2,0,2,0,12,1,3,12,1298.1983821175604,1106.4
1,2,6,3,0,12,2,3,9,1370.073852800204,1128.12
1,3,1,6,1,12,4,5,11,1482.7445908757834,1128.12
1,3,3,1,0,12,2,5,2,1365.108926886387,1128.12
1,2,1,6,0,12,1,1,4,2004.1665135016208,626.7
1,1,1,9,0,12,3,6,11,1539.5416167793976,1128.12
1,2,3,9,1,12,2,5,10,1422.0159170299742,921.31
1,4,0,0,1,12,3,4,5,1193.6974746991511,1128.12
1,2,2,0,0,14,2,3,6,1295.9589167818187,564.0
1,5,0,6,1,0,1,7,14,1182.8764923202805,1472.37
1,2,3,7,1,12,1,1,15,1504.886852635159,3195.03
1,3,3,6,0,12,2,5,10,1435.821107372339,1825.08
1,3,4,8,0,12,3,5,1,1421.3650216530161,1936.46
1,2,7,4,1,12,2,5,3,2219.421318836139,50000.0
1,2,0,0,1,12,0,1,3,1317.8292947898087,986.46
1,3,3,10,1,4,2,2,12,1657.9508476044875,1128.12
1,3,3,6,1,13,2,2,12,1462.998644778585,1374.08
1,0,2,7,0,13,2,0,12,1619.656129017784,4272.37
1,2,2,10,1,13,0,5,4,1613.8655857410427,1128.12
1,2,2,10,0,13,2,5,12,1490.941736210753,243.52
1,3,1,6,0,13,2,5,3,1285.297583060581,1128.12
1,3,1,7,0,13,0,2,10,1507.7053922111193,2589.5
1,5,0,10,1,0,3,7,13,1265.5209905932868,474.22
1,2,7,3,0,6,3,3,10,1459.8347764737625,1128.12
1,4,1,9,0,6,3,4,13,1625.1351743086568,1128.12
1,2,3,6,0,4,1,3,3,1292.955320625246,533.57
1,1,2,6,0,4,4,6,11,1546.0668201496333,1128.12
1,0,2,6,0,4,2,0,10,1981.401408607706,1128.12
1,2,1,0,1,6,3,3,12,1725.0122647701025,1128.12
1,2,1,0,1,6,0,3,13,1561.6277011438776,1128.12
1,0,1,0,1,4,0,0,15,1446.393954183845,1128.12
1,2,2,0,0,6,1,3,16,1695.265427103682,623.56
1,2,1,0,1,6,0,3,8,1470.0566382196623,1128.12
1,0,3,0,1,16,2,0,6,1292.3616714895795,1199.39
1,0,5,6,1,16,2,0,3,1446.8145059136593,1128.12
1,2,3,0,1,6,0,3,5,2188.679256360841,531.32
1,0,0,6,1,6,4,0,11,2533.092824034491,564.06
1,2,1,6,0,6,3,3,16,1522.2262730745374,1128.12
1,2,4,8,1,6,0,3,16,1608.0380202952742,1128.12
1,0,1,9,0,4,1,0,14,1218.3960107503765,1077.15
1,3,3,6,1,4,1,2,9,1502.7156574558178,1128.12
1,2,2,9,1,4,2,1,16,1407.0312077099097,373.36
1,2,2,6,0,13,1,1,14,1488.8215837509767,90.27
1,2,4,0,0,13,2,1,4,1441.2043140995445,1128.12
1,2,3,6,1,13,2,1,14,1381.444596189633,2037.72
1,2,3,0,1,13,5,1,9,1555.5350091205096,630.46
1,1,6,9,0,13,2,6,12,1781.954843248128,91.71
1,2,3,6,1,4,2,1,2,1301.2481082615884,309.29
1,2,1,6,1,4,0,3,3,1785.949700679737,8363.96
1,2,0,9,1,4,2,3,15,982.363423907828,25.66
1,5,2,6,0,0,1,7,9,1356.074515987419,1163.61
1,3,5,0,1,4,2,2,16,1999.6180434341297,1128.12
1,2,3,0,1,7,4,3,14,1321.040166192737,319.21
1,2,1,9,0,4,1,1,16,1217.7230491135729,1128.12
1,3,2,10,0,4,2,2,13,1832.6284939822933,1128.12
1,2,0,8,0,4,0,1,0,2042.1514024394482,335.33
1,2,2,7,1,13,3,5,6,1395.353419803954,1128.12
1,2,2,6,0,13,3,1,1,1931.337867206495,3921.7
1,2,1,6,0,13,1,3,11,1453.2590885058637,1303.48
1,3,0,0,1,13,5,2,2,1352.4065757276007,1128.12
1,2,5,0,1,13,3,1,7,1390.5478775107001,1827.99
1,3,6,6,0,13,1,5,15,1657.6549822928664,1128.12
1,1,1,0,1,14,0,6,13,1494.0640070235304,92.91
1,3,0,10,1,13,3,2,13,1605.4690388007805,256.67
1,1,2,10,0,13,0,6,15,1625.6512632031229,1128.12
1,3,1,6,0,13,3,2,14,1497.990762060907,1643.48
1,3,6,1,0,13,1,2,16,2111.2968289801975,1128.12
1,0,3,8,1,13,1,0,13,1584.9430750645267,399.66
1,1,2,6,0,13,0,6,15,1532.8538983538365,1128.12
1,1,3,6,1,13,5,6,14,1473.6364370128247,1128.12
1,2,1,7,1,13,1,3,9,1391.7437720541398,286.51
1,3,0,6,1,13,2,2,4,1272.7478741921148,2237.49
1,1,2,4,0,11,4,6,14,1545.678788422921,913.52
1,2,1,6,1,13,0,3,5,1371.8723043752861,84.56
1,3,1,0,0,13,4,5,1,1541.8443052682917,641.72
1,3,1,6,0,13,3,5,15,1526.1340612243368,1128.12
1,3,2,5,1,13,3,5,13,1774.972040887871,1206.53
1,3,0,7,0,13,1,5,1,1322.0124491294036,59.61
1,0,6,9,1,13,1,0,5,2024.4908921155761,956.6
1,4,3,0,1,13,2,4,10,1567.110796637671,77.12
1,2,0,6,0,4,1,3,13,1254.8245753083152,2132.54
1,4,2,7,0,4,2,4,12,1527.484816524593,787.17
1,1,7,0,0,20,2,6,11,2591.955117865497,1128.12
1,1,1,7,0,4,3,6,16,1334.4979007609115,75.32
1,2,3,2,1,4,3,3,11,1429.3016899505078,1733.76
1,2,2,6,0,4,3,1,11,1599.184692928301,324.04
1,2,2,3,1,4,2,3,11,1442.285286725893,1128.12
1,3,2,8,1,17,1,2,10,1393.30729441845,65.64
1,4,6,0,1,17,3,7,2,1313.441244302612,1863.17
1,3,3,0,1,17,2,2,5,1277.0279390023047,1128.12
1,2,1,6,0,17,3,3,11,1485.1657202199601,1128.12
1,4,4,1,0,17,1,7,16,2372.33195881441,70.78
1,2,5,0,1,17,4,3,10,1466.8650392959998,1128.12
1,3,0,9,1,17,0,2,12,1245.0422570445485,1128.12
1,3,6,5,0,17,1,2,10,1543.2027161861386,2354.13
1,4,3,6,0,17,3,7,2,1500.6326385208877,8009.82
1,3,3,4,0,17,2,5,1,1622.7184016491194,4573.47
1,2,4,7,1,17,3,3,16,1248.9139623184012,1128.12
1,3,1,0,0,17,4,5,10,1627.1133714218977,1727.13
1,4,1,0,1,17,3,4,10,1407.8120850713926,1128.12
1,2,5,6,1,17,3,3,9,1284.9584214771544,52.75
1,3,1,6,1,17,3,2,9,1390.91808606465,1128.12
1,3,5,0,0,17,1,2,0,1852.3321028805656,1668.01
1,1,1,6,0,17,0,6,4,1864.647914334983,1128.12
1,2,3,7,1,17,2,1,4,1351.492482976382,1128.12
1,2,0,6,1,17,2,1,4,1349.4432725828299,1128.12
1,1,3,0,0,18,2,6,15,1797.5447231838898,602.17
1,5,2,6,0,0,2,7,12,1455.2235896489324,1128.12
1,5,3,1,0,0,2,7,10,1786.595477198535,1128.12
1,2,6,7,0,4,2,5,1,1522.1517425724517,1706.06
1,4,1,7,0,4,2,4,14,1092.9842591304362,1128.12
1,2,2,7,0,4,0,3,5,1819.9359184156283,1128.12
1,4,2,7,0,4,3,4,14,1630.3095617797767,599.16
1,3,1,0,1,4,3,5,4,1424.3202390639265,564.06
1,2,1,6,0,4,1,3,4,2546.6096199385006,1128.0
1,4,1,0,0,0,1,7,1,1880.8532757746987,149.72
1,4,1,0,1,4,4,4,14,1242.083860980461,3507.13
1,3,3,6,1,4,3,2,4,1246.095479049088,64.34
1,3,3,0,0,4,3,2,2,1351.1919068517047,192.16
1,2,3,8,0,4,2,1,9,1342.1149970522526,1128.12
1,4,2,0,0,4,2,4,6,1585.2721616072772,1128.12
1,2,2,0,1,20,0,1,7,2087.0156483901233,493.97
1,4,0,7,1,4,0,4,1,2761.3550239263927,1128.12
1,4,0,7,1,4,0,4,1,2761.3550239263927,1520.13
1,3,3,8,1,4,2,5,4,1289.5164517379712,1020.65
1,4,0,6,1,0,2,7,4,1182.6321034959467,1128.12
1,3,2,0,0,4,1,2,9,1702.728618454753,1128.12
1,2,3,2,0,4,4,3,1,1330.2064088553154,2871.455
1,0,5,4,0,4,0,0,8,2489.5037594042315,1128.12
1,2,3,0,0,4,5,1,14,1319.4419061395483,1128.12
1,2,0,9,1,4,2,1,3,1153.6539092501873,1128.12
1,0,0,0,1,4,3,0,10,1487.750364118362,844.77
1,4,3,0,1,4,1,4,3,1619.9315369292378,77.49
1,0,1,6,0,4,2,0,12,1370.891082364067,1128.12
1,0,4,6,0,4,2,0,0,1563.593607848901,1128.12
1,0,4,6,0,4,2,0,0,1563.593607848901,2693.32
1,5,2,0,0,0,1,7,14,1887.7761475837956,177.38
1,2,2,10,0,0,1,1,15,1600.7343654791393,1987.875
1,2,1,0,1,0,2,1,4,1237.4614003818365,1128.12
1,3,1,10,1,8,3,5,13,1550.373018585585,244.49
1,2,1,8,0,8,4,5,0,1836.5529216097086,12142.1
1,3,1,0,1,8,4,2,12,1460.1208644930957,3052.27
1,1,3,6,0,8,2,6,13,1538.1130986151259,1128.12
1,3,1,6,1,8,1,5,13,1316.9474856727352,1454.08
1,3,1,10,0,8,1,5,13,1550.5259167597815,1128.12
1,2,0,6,0,8,2,5,2,1273.2519711338261,406.8
1,2,1,6,0,8,2,5,15,1312.0163553148873,1128.12
1,3,1,4,0,0,2,2,12,1422.5887025650593,2101.42
1,3,1,8,1,8,1,5,13,1364.1588692407868,1128.12
1,1,3,6,0,4,1,6,16,1398.8677429128654,441.8
1,3,3,6,1,4,4,2,16,1448.5502450163995,1874.21
1,2,8,0,1,4,3,1,3,1530.0992064581917,87.81
1,2,1,7,0,4,1,3,7,1324.0362274135946,2256.24
1,4,3,9,1,4,1,4,2,1302.709384799874,263.92
