Record_ID,feature,feature_value,phi,ML_LC
46,DrivAgeBand,"(18,25]",393.63984603881835,1710.3629150390625
46,DensityBand,"(400,1e+03]",11.03283187866211,1710.3629150390625
46,VehAgeBand,12,123.72184753417969,1710.3629150390625
48,Area,D,90.87318668365478,1701.772216796875
48,VehPower,7,-8.034638290405274,1701.772216796875
48,VehBrand,B2,24.945050201416016,1701.772216796875
48,VehGas,Regular,7.885420722961426,1701.772216796875
48,Region,R11,-50.28325553894043,1701.772216796875
48,DrivAgeBand,"(18,25]",375.57225257873534,1701.772216796875
48,DensityBand,"(100,200]",100.70939682006836,1701.772216796875
48,VehAgeBand,13,254.6188188934326,1701.772216796875
